SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,charges_ratio,service_count,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_48+,customerID
1,27,36.5,1032.0,1,0.035368217054263566,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5649-TJHOV
0,1,70.75,70.75,1,1.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0519-XUZJU
0,5,19.95,109.6,0,0.18202554744525548,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3363-EWLGO
1,37,19.6,727.8,0,0.02693047540533114,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,4750-UKWJK
0,3,40.15,130.75,1,0.30707456978967496,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6338-AVWCY
0,12,76.6,893.0,0,0.08577827547592384,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1689-YQBYY
0,38,19.6,763.1,0,0.02568470711571223,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,4487-ZYJZK
0,9,85.3,781.4,0,0.10916304069618633,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2959-FENLU
0,13,65.85,902.25,0,0.07298420615128844,5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0708-LGSMF
1,29,94.45,2653.65,1,0.03559248582141578,5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,9253-QXKBE
0,47,20.05,1016.7,0,0.01972066489623291,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,7634-HLQJR
0,61,99.4,5943.65,0,0.01672373036770335,7,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0487-RPVUM
0,16,20.0,275.7,0,0.07254261878853827,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,4079-ULGFR
0,41,78.45,3126.45,0,0.025092357146284126,7,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2516-XSJKX
0,43,25.1,1070.15,0,0.023454655889361305,2,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0057-QBUQH
0,36,97.35,3457.9,1,0.02815292518580641,6,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9445-SZLCH
0,6,55.0,340.4,0,0.16157461809635723,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6599-SFQVE
0,58,71.1,4299.2,0,0.01653796055080015,7,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,8331-ZXFOE
0,19,61.55,1093.2,0,0.05630259787778997,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,4003-FUSHP
0,11,45.9,521.9,0,0.08794788273615635,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0356-ERHVT
0,39,40.3,1630.4,0,0.024717860647693813,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,7325-ENZFI
1,8,87.1,713.6,0,0.12205717488789236,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4884-ZTHVF
0,26,49.5,1265.65,0,0.039110338561213605,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3920-HIHMQ
1,53,73.8,4003.85,0,0.018432258950759894,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3055-OYMSE
0,70,19.2,1401.4,0,0.013700585129156556,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0613-WUXUM
0,1,45.3,45.3,1,1.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,7568-PODML
0,59,25.0,1510.5,0,0.0165508109897385,2,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,4458-KVRBJ
0,2,94.95,178.1,1,0.5331274564851207,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5349-IECLD
0,7,35.3,264.8,0,0.13330815709969787,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1397-XKKWR
0,12,44.55,480.6,1,0.09269662921348314,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3945-GFWQL
0,59,76.75,4541.9,0,0.016898214403663667,7,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,8097-OMULG
0,61,81.0,4976.15,0,0.01627764436361444,7,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,6013-BHCAW
0,72,105.55,7542.25,0,0.013994497663164174,7,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0401-WDBXM
0,13,18.8,251.25,0,0.07482587064676617,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,3387-PLKUI
0,64,24.9,1595.5,0,0.015606392980256971,2,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,6096-EGVTU
0,1,23.45,23.45,1,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3797-VTIDR
0,10,64.9,685.55,0,0.09466851433155862,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,5081-NWSUP
0,65,61.35,3874.1,0,0.015835936088381818,5,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2580-ATZSQ
0,62,113.95,6891.4,0,0.016535101720985577,9,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,8085-MSNLK
0,55,90.15,4916.95,0,0.01833453665381995,9,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,9691-HKOVS
0,25,54.1,1373.0,0,0.039402767662053896,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9881-VCZEP
0,1,29.7,29.7,1,1.0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9526-BIHHD
0,1,49.8,49.8,0,1.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8757-TFHHJ
0,59,101.1,6039.9,1,0.01673868772661799,6,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4523-WXCEF
1,64,24.4,1548.65,0,0.015755658153875956,2,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1468-DEFNC
0,36,95.0,3440.25,0,0.027614272218588764,5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5119-KEPFY
0,3,50.65,151.3,1,0.33476536682088565,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8364-TRMMK
0,61,69.9,4226.7,0,0.01653772446589538,6,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0916-KNFAJ
0,26,39.95,1023.75,0,0.03902319902319903,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,8319-QBEHW
0,1,55.4,55.4,1,1.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3063-QFSZL
1,1,90.6,90.6,1,1.0,5,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8775-LHDJH
0,68,103.25,7074.4,0,0.014594877304082326,7,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,9625-QNLUX
1,2,86.85,156.35,1,0.5554844899264471,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3097-NQYSN
0,72,94.25,6849.75,0,0.013759626263732254,7,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4024-CSNBY
0,71,47.05,3263.6,0,0.014416595170976834,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,7110-BDTWG
0,57,20.55,1252.85,0,0.016402602067286588,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,7493-GVFIO
0,4,19.65,67.55,0,0.2908956328645448,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0690-SRQID
1,1,70.2,70.2,0,1.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9605-WGJVW
0,72,81.0,5750.0,0,0.01408695652173913,8,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,9114-DPSIA
0,21,75.9,1549.75,0,0.04897564123245685,6,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,4700-UBQMV
0,71,24.7,1810.55,0,0.013642263400624119,2,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,7711-GQBZC
1,29,99.05,2952.85,1,0.03354386440218772,6,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3565-UNOCC
1,69,110.25,7467.55,0,0.014763878380459455,8,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,4627-MIHJH
0,64,85.0,5484.4,0,0.015498504850120342,8,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,9795-NREXC
0,16,19.75,294.9,0,0.0669718548660563,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,8573-CGOCC
0,4,23.9,97.5,0,0.2451282051282051,2,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,7356-AYNJP
0,52,111.25,5916.45,1,0.018803505480482385,8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,9249-FXSCK
0,2,55.1,113.35,1,0.48610498456109397,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5493-SDRDQ
0,1,19.95,19.95,0,1.0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6286-SUUWT
0,18,25.15,476.8,0,0.05274748322147651,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4819-HJPIW
0,2,54.15,101.65,0,0.5327102803738317,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8654-DHAOW
0,19,59.8,1130.85,0,0.05288057655745678,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,5438-QMDDL
0,40,83.85,3532.25,0,0.02373841036166749,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9812-GHVRI
1,66,104.9,6891.45,0,0.01522176029717984,7,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,5553-AOINX
0,21,75.3,1570.7,0,0.04794040873495893,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1228-ZLNBX
0,8,66.65,520.95,0,0.1279393415874844,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4226-KKDON
0,72,109.5,7854.9,0,0.013940342970629798,8,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,3831-YCPUO
0,48,73.85,3581.4,0,0.020620427765678226,7,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,7445-WMRBW
0,69,19.3,1447.9,0,0.013329649837695972,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,3308-DGHKL
0,72,118.2,8547.15,0,0.013829171127217845,9,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,9924-JPRMC
0,14,51.45,727.85,0,0.070687641684413,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0080-EMYVY
0,6,59.45,357.6,0,0.16624720357941833,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6218-KNUBD
0,8,19.5,159.35,0,0.12237213680577345,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7337-CINUD
0,17,19.55,280.85,0,0.06961011215951575,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,7609-NRNCA
0,65,93.55,6069.25,0,0.015413766116076946,6,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0623-EJQEG
0,57,59.3,3274.35,0,0.018110464672377723,5,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,7153-CHRBV
0,13,102.25,1359.0,1,0.07523914643119942,6,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0871-URUWO
1,19,95.9,1777.9,1,0.05394004162213848,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,9190-MFJLN
0,56,109.8,6109.65,0,0.017971569566178097,8,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,6198-PNNSZ
0,14,78.1,1122.4,0,0.06958303635067711,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3317-VLGQT
0,52,39.9,2020.9,0,0.019743678559057842,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4132-POCZS
0,58,64.9,3795.45,0,0.017099421675954105,6,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,5614-DNZCE
1,47,95.05,4504.55,1,0.0211008868810425,6,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1095-JUDTC
0,67,53.4,3579.15,0,0.014919743514521603,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,3896-RCYYE
0,2,24.9,49.7,0,0.5010060362173038,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9638-JIQYA
1,6,44.7,276.5,0,0.16166365280289333,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3258-SANFR
0,71,114.0,8175.9,0,0.013943419073129565,9,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,3726-TBHQT
0,46,20.25,890.35,0,0.022743864772280565,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3190-ITQXP
0,5,53.85,259.8,1,0.20727482678983833,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0870-VEMYL
1,67,83.85,5588.8,0,0.015003220727168622,5,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4833-QTJNO
0,3,20.2,50.6,0,0.3992094861660079,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3039-MJSLN
0,3,19.95,58.0,0,0.3439655172413793,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0178-CIIKR
1,52,104.2,5568.35,1,0.018712904181669616,7,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,5385-SUIRI
0,42,50.25,2203.65,1,0.022803076713634195,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3982-XWFZQ
0,50,20.35,938.95,0,0.021673145534906013,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,5774-QPLTF
1,23,90.0,2024.1,0,0.0444642063139173,5,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2322-VCZHZ
0,67,54.2,3623.95,0,0.014956056236978989,6,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,5010-IPEAQ
0,25,99.5,2369.05,1,0.041999957788987144,6,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,4009-ALQFH
1,39,99.1,3877.95,0,0.025554738972910943,6,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,6383-ZTSIW
0,69,66.9,4577.9,0,0.014613687498634748,6,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,8990-YOZLV
0,1,25.85,25.85,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3069-SSVSN
0,32,91.05,2871.5,0,0.03170816646352081,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,5222-IMUKT
0,9,71.0,672.55,1,0.10556835922979704,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3627-FCRDW
0,16,93.2,1573.7,1,0.05922348605197941,5,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,7562-GSUHK
0,60,20.95,1270.55,0,0.016488922120341584,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,6685-XSHHU
0,72,109.2,7711.45,0,0.014160760946384921,8,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,8901-UPRHR
0,5,19.35,126.05,1,0.15351051170170568,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4903-UYAVB
1,26,85.8,2193.65,0,0.039112894035055724,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0118-JPNOY
0,3,19.85,64.55,1,0.30751355538342373,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6776-TLWOI
0,2,19.65,31.2,0,0.6298076923076923,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3845-FXCYS
0,2,20.5,38.25,0,0.5359477124183006,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5857-XRECV
0,36,89.65,3348.1,0,0.026776380633792302,8,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0725-CXOTM
0,7,74.35,533.6,0,0.13933658170914542,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4343-EJVQB
1,60,49.45,2907.55,0,0.017007446131622844,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,9000-PLFUZ
0,19,89.1,1620.8,0,0.05497285291214215,5,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3427-GGZZI
1,45,75.15,3480.35,0,0.02159265591104343,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,7779-ORAEL
1,4,70.65,293.85,0,0.24042879019908117,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0644-OQMDK
0,31,104.2,3243.45,1,0.03212628528264657,7,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,4077-CROMM
0,47,90.05,4137.2,0,0.021765928647394375,5,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3154-CFSZG
0,1,79.25,79.25,1,1.0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2868-MZAGQ
0,1,44.9,44.9,1,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4847-QNOKA
0,1,19.4,19.4,0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2220-IAHLS
1,59,88.75,5348.65,0,0.01659297205836987,5,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1658-XUHBX
0,10,70.1,659.65,1,0.10626847570681422,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6379-RXJRQ
1,35,91.0,3180.5,0,0.028611853482156894,5,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2378-HTWFW
0,4,29.65,118.5,1,0.250210970464135,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8650-RHRKE
0,32,90.8,3023.85,0,0.03002794450782942,5,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,4377-VDHYI
0,43,77.85,3365.85,1,0.023129372966709746,4,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0475-RIJEP
0,4,54.3,195.3,1,0.27803379416282636,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1260-TTRXI
1,54,18.95,1031.1,0,0.018378430802056058,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,3719-TDVQB
1,11,95.15,997.65,1,0.09537412920362853,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6328-ZPBGN
1,66,102.4,6471.85,0,0.01582236918346377,6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0201-MIBOL
0,61,99.9,6241.35,0,0.016006152515080873,6,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,4937-QPZPO
0,72,88.7,6501.35,0,0.013643320233489967,9,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2925-VDZHY
0,44,54.3,2317.1,0,0.023434465495662683,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,6981-TDRFT
0,41,55.7,2237.55,0,0.024893298473777123,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3413-CSSTH
0,50,103.95,5231.3,0,0.01987077781813316,7,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,8033-VCZGH
